component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,contains_cfc,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Laptop,2.3,59.31,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,3.83,28.07,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,4.3,33.86,1,1,0,0,0,1,composite,medium,broken,low,none,100.0
Laptop,6.9,46.77,1,1,0,0,0,1,composite,medium,working,high,formal,100.0
Laptop,10.73,59.52,1,1,0,0,0,1,composite,medium,damaged,low,none,100.0
Laptop,1.68,7.57,1,1,0,0,0,1,composite,medium,broken,medium,none,100.0
Laptop,4.23,40.59,1,1,0,0,0,1,composite,medium,damaged,medium,none,98.19
Laptop,3.67,46.12,1,1,0,0,0,1,composite,medium,working,medium,formal,99.72
Laptop,7.69,44.83,1,1,0,0,0,1,composite,medium,working,low,formal,97.52
Laptop,1.02,44.05,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,4.32,27.93,1,1,0,0,0,1,composite,medium,working,low,formal,89.48
Laptop,5.4,32.89,1,1,0,0,0,1,composite,medium,working,medium,none,98.39
Laptop,11.6,3.03,1,1,0,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,1.53,36.06,1,1,0,0,0,1,composite,medium,damaged,high,informal,100.0
Laptop,2.15,42.89,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,8.28,40.78,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,3.63,13.08,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,6.9,20.57,1,1,0,0,0,1,composite,medium,working,low,none,92.3
Laptop,11.06,38.99,1,1,0,0,0,1,composite,medium,working,medium,none,100.0
Laptop,0.5,42.73,1,1,0,0,0,1,composite,medium,damaged,medium,formal,96.71
Laptop,6.71,51.07,1,1,0,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,4.87,36.43,1,1,0,0,0,1,composite,medium,damaged,low,formal,93.48
Laptop,4.12,5.81,1,1,0,0,0,1,composite,medium,working,high,informal,100.0
Laptop,11.95,34.97,1,1,0,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,5.13,40.35,1,1,0,0,0,1,composite,medium,damaged,medium,formal,97.49
Laptop,7.15,41.61,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,6.25,43.82,1,1,0,0,0,1,composite,medium,damaged,low,formal,96.66
Laptop,7.6,51.0,1,1,0,0,0,1,composite,medium,working,low,none,91.16
Laptop,1.74,28.71,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,3.19,38.27,1,1,0,0,0,1,composite,medium,broken,low,informal,100.0
Laptop,8.43,15.15,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,8.9,21.9,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,8.57,33.39,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,9.32,42.13,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,9.2,27.26,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,11.65,22.68,1,1,0,0,0,1,composite,medium,working,medium,informal,100.0
Laptop,2.36,39.49,1,1,0,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,10.66,24.9,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,7.95,3.7,1,1,0,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,7.19,24.09,1,1,0,0,0,1,composite,medium,damaged,low,informal,100.0
Laptop,2.37,44.06,1,1,0,0,0,1,composite,medium,working,low,informal,97.83
Laptop,7.14,20.74,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,7.01,54.48,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,7.35,4.85,1,1,0,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,10.03,4.82,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,11.32,7.47,1,1,0,0,0,1,composite,medium,broken,high,formal,100.0
Laptop,8.8,2.43,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,6.03,48.58,1,1,0,0,0,1,composite,medium,broken,low,none,100.0
Laptop,1.49,48.87,1,1,0,0,0,1,composite,medium,damaged,low,informal,94.73
Laptop,1.13,35.97,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,5.59,2.91,1,1,0,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,6.88,49.56,1,1,0,0,0,1,composite,medium,damaged,high,informal,100.0
Laptop,5.26,57.48,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,2.63,3.58,1,1,0,0,0,1,composite,medium,damaged,high,informal,100.0
Laptop,3.11,39.99,1,1,0,0,0,1,composite,medium,working,medium,formal,89.66
Laptop,4.95,3.08,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,4.9,50.35,1,1,0,0,0,1,composite,medium,working,medium,formal,94.39
Laptop,7.01,52.68,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,1.63,2.65,1,1,0,0,0,1,composite,medium,working,medium,informal,95.0
Laptop,1.39,10.2,1,1,0,0,0,1,composite,medium,working,low,informal,95.95
Laptop,3.33,21.49,1,1,0,0,0,1,composite,medium,broken,medium,none,100.0
Laptop,6.88,4.61,1,1,0,0,0,1,composite,medium,working,medium,informal,99.21
Laptop,5.22,29.38,1,1,0,0,0,1,composite,medium,damaged,low,informal,100.0
Laptop,8.88,18.93,1,1,0,0,0,1,composite,medium,damaged,low,formal,100.0
Laptop,2.56,47.85,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,9.5,59.55,1,1,0,0,0,1,composite,medium,working,high,none,100.0
Laptop,3.08,23.97,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,8.91,25.21,1,1,0,0,0,1,composite,medium,damaged,high,none,100.0
Laptop,10.46,3.59,1,1,0,0,0,1,composite,medium,damaged,low,informal,100.0
Laptop,6.48,59.79,1,1,0,0,0,1,composite,medium,working,medium,informal,100.0
Laptop,2.03,9.53,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,6.06,25.11,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,2.36,28.31,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,6.98,15.68,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,8.95,36.61,1,1,0,0,0,1,composite,medium,damaged,low,formal,100.0
Laptop,6.41,17.3,1,1,0,0,0,1,composite,medium,working,medium,formal,89.79
Laptop,8.95,1.45,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,7.7,33.04,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,2.76,1.36,1,1,0,0,0,1,composite,medium,broken,medium,none,100.0
Laptop,5.44,44.99,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,3.59,11.93,1,1,0,0,0,1,composite,medium,working,medium,informal,93.09
Laptop,7.58,4.9,1,1,0,0,0,1,composite,medium,working,low,informal,100.0
Laptop,2.96,17.0,1,1,0,0,0,1,composite,medium,damaged,high,formal,100.0
Laptop,9.68,55.97,1,1,0,0,0,1,composite,medium,working,low,none,100.0
Laptop,5.77,33.88,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,1.07,13.87,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,2.09,51.55,1,1,0,0,0,1,composite,medium,damaged,medium,formal,100.0
Laptop,4.09,24.65,1,1,0,0,0,1,composite,medium,working,high,informal,100.0
Laptop,11.25,18.21,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,2.0,40.31,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,6.3,18.74,1,1,0,0,0,1,composite,medium,damaged,medium,none,100.0
Laptop,3.6,11.93,1,1,0,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,9.14,53.82,1,1,0,0,0,1,composite,medium,broken,low,none,100.0
Laptop,1.22,29.18,1,1,0,0,0,1,composite,medium,working,low,informal,87.83
Laptop,9.8,52.53,1,1,0,0,0,1,composite,medium,damaged,high,none,100.0
Laptop,8.44,56.7,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,7.93,30.64,1,1,0,0,0,1,composite,medium,working,medium,none,100.0
Laptop,8.12,45.11,1,1,0,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,10.37,7.91,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,2.44,3.23,1,1,0,0,0,1,composite,medium,broken,medium,none,100.0
Laptop,4.91,10.11,1,1,0,0,0,1,composite,medium,broken,medium,formal,100.0
Laptop,7.45,27.66,1,1,0,0,0,1,composite,medium,broken,high,none,100.0
Laptop,1.71,50.33,1,1,0,0,0,1,composite,medium,damaged,medium,informal,100.0
Laptop,1.79,24.47,1,1,0,0,0,1,composite,medium,broken,low,none,100.0
Laptop,8.31,37.89,1,1,0,0,0,1,composite,medium,damaged,low,none,100.0
Laptop,5.02,8.36,1,1,0,0,0,1,composite,medium,working,medium,none,96.11
light bulbs,4.75,21.44,0,0,1,0,0,0,glass,light,damaged,medium,informal,98.75
light bulbs,6.34,8.31,0,0,1,0,0,0,glass,light,broken,low,formal,99.8
light bulbs,8.13,35.73,0,0,1,0,0,0,glass,light,damaged,medium,none,100.0
light bulbs,7.96,25.14,0,0,1,0,0,0,glass,light,damaged,medium,none,98.61
light bulbs,6.4,19.26,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,1.13,12.26,0,0,1,0,0,0,glass,light,damaged,low,formal,85.83
light bulbs,11.02,50.63,0,0,1,0,0,0,glass,light,broken,low,formal,100.0
light bulbs,11.18,25.84,0,0,1,0,0,0,glass,light,working,medium,informal,96.85
light bulbs,4.81,37.28,0,0,1,0,0,0,glass,light,broken,low,formal,93.35
light bulbs,9.73,20.48,0,0,1,0,0,0,glass,light,damaged,medium,informal,100.0
light bulbs,10.41,51.96,0,0,1,0,0,0,glass,light,working,high,informal,100.0
light bulbs,11.85,45.28,0,0,1,0,0,0,glass,light,working,medium,none,97.19
light bulbs,10.36,5.85,0,0,1,0,0,0,glass,light,broken,medium,formal,98.32
light bulbs,9.92,20.25,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,3.27,14.02,0,0,1,0,0,0,glass,light,working,low,informal,83.29
light bulbs,4.83,52.56,0,0,1,0,0,0,glass,light,broken,medium,informal,98.14
light bulbs,1.73,57.2,0,0,1,0,0,0,glass,light,working,medium,formal,77.39
light bulbs,9.51,7.36,0,0,1,0,0,0,glass,light,damaged,low,formal,91.44
light bulbs,10.96,11.42,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,10.32,0.8,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,10.96,49.18,0,0,1,0,0,0,glass,light,broken,low,formal,96.59
light bulbs,5.02,32.68,0,0,1,0,0,0,glass,light,working,medium,formal,79.18
light bulbs,4.07,30.21,0,0,1,0,0,0,glass,light,broken,high,informal,100.0
light bulbs,1.51,22.65,0,0,1,0,0,0,glass,light,damaged,low,formal,79.02
light bulbs,11.49,57.22,0,0,1,0,0,0,glass,light,damaged,low,formal,96.23
light bulbs,2.12,45.81,0,0,1,0,0,0,glass,light,working,high,informal,94.01
light bulbs,9.42,20.56,0,0,1,0,0,0,glass,light,damaged,low,formal,94.41
light bulbs,9.8,4.15,0,0,1,0,0,0,glass,light,damaged,medium,informal,100.0
light bulbs,4.59,8.92,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,3.23,18.0,0,0,1,0,0,0,glass,light,damaged,medium,none,93.53
light bulbs,4.67,49.44,0,0,1,0,0,0,glass,light,working,medium,none,88.29
light bulbs,8.36,1.53,0,0,1,0,0,0,glass,light,damaged,medium,formal,99.24
light bulbs,7.51,14.46,0,0,1,0,0,0,glass,light,damaged,low,formal,88.87
light bulbs,10.97,0.37,0,0,1,0,0,0,glass,light,damaged,low,informal,99.94
light bulbs,11.15,9.71,0,0,1,0,0,0,glass,light,broken,low,none,100.0
light bulbs,6.87,32.08,0,0,1,0,0,0,glass,light,working,low,none,88.73
light bulbs,4.27,22.33,0,0,1,0,0,0,glass,light,broken,medium,none,100.0
light bulbs,10.63,2.99,0,0,1,0,0,0,glass,light,damaged,medium,formal,100.0
light bulbs,9.05,55.15,0,0,1,0,0,0,glass,light,damaged,medium,none,99.56
light bulbs,4.54,54.57,0,0,1,0,0,0,glass,light,damaged,high,none,90.85
light bulbs,4.43,26.03,0,0,1,0,0,0,glass,light,broken,medium,none,100.0
light bulbs,9.03,48.31,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,5.12,40.43,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,9.12,32.75,0,0,1,0,0,0,glass,light,working,medium,none,96.89
light bulbs,6.05,12.97,0,0,1,0,0,0,glass,light,broken,high,none,100.0
light bulbs,10.83,31.51,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,1.92,12.37,0,0,1,0,0,0,glass,light,working,low,none,85.31
light bulbs,10.15,33.04,0,0,1,0,0,0,glass,light,working,high,informal,99.25
light bulbs,8.91,46.19,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,10.82,7.17,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,5.03,28.41,0,0,1,0,0,0,glass,light,broken,medium,none,100.0
light bulbs,10.25,10.92,0,0,1,0,0,0,glass,light,damaged,low,none,98.42
light bulbs,6.66,38.12,0,0,1,0,0,0,glass,light,working,low,formal,85.51
light bulbs,10.37,40.02,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,11.2,31.66,0,0,1,0,0,0,glass,light,damaged,low,none,97.53
light bulbs,6.62,33.87,0,0,1,0,0,0,glass,light,damaged,low,informal,94.13
light bulbs,7.6,58.19,0,0,1,0,0,0,glass,light,broken,high,none,100.0
light bulbs,8.17,37.41,0,0,1,0,0,0,glass,light,damaged,medium,informal,100.0
light bulbs,4.35,31.16,0,0,1,0,0,0,glass,light,working,high,formal,89.71
light bulbs,8.07,26.27,0,0,1,0,0,0,glass,light,damaged,medium,informal,99.38
light bulbs,11.23,55.36,0,0,1,0,0,0,glass,light,damaged,medium,none,100.0
light bulbs,4.37,55.23,0,0,1,0,0,0,glass,light,working,medium,none,87.06
light bulbs,6.08,5.13,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,5.44,4.5,0,0,1,0,0,0,glass,light,working,high,formal,85.14
light bulbs,2.74,30.3,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,3.52,25.31,0,0,1,0,0,0,glass,light,working,medium,informal,89.37
light bulbs,7.07,19.95,0,0,1,0,0,0,glass,light,damaged,low,informal,98.35
light bulbs,11.61,58.2,0,0,1,0,0,0,glass,light,broken,medium,none,100.0
light bulbs,3.78,37.85,0,0,1,0,0,0,glass,light,damaged,medium,none,91.68
light bulbs,11.13,3.38,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,6.78,14.99,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,0.68,57.82,0,0,1,0,0,0,glass,light,damaged,medium,formal,86.96
light bulbs,8.36,55.95,0,0,1,0,0,0,glass,light,damaged,low,informal,97.02
light bulbs,10.62,38.92,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,4.06,12.12,0,0,1,0,0,0,glass,light,broken,high,none,100.0
light bulbs,9.2,28.45,0,0,1,0,0,0,glass,light,working,medium,formal,87.74
light bulbs,4.25,28.12,0,0,1,0,0,0,glass,light,working,high,formal,88.94
light bulbs,9.34,25.54,0,0,1,0,0,0,glass,light,damaged,low,formal,91.77
light bulbs,5.63,49.0,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,10.04,8.03,0,0,1,0,0,0,glass,light,broken,high,none,100.0
light bulbs,8.28,21.81,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,11.19,12.3,0,0,1,0,0,0,glass,light,broken,high,formal,100.0
light bulbs,4.95,16.97,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,5.5,52.17,0,0,1,0,0,0,glass,light,working,high,formal,89.62
light bulbs,4.25,45.37,0,0,1,0,0,0,glass,light,damaged,medium,informal,94.74
light bulbs,1.17,18.0,0,0,1,0,0,0,glass,light,damaged,low,informal,93.41
light bulbs,5.1,3.45,0,0,1,0,0,0,glass,light,damaged,high,formal,100.0
light bulbs,5.32,42.07,0,0,1,0,0,0,glass,light,damaged,medium,formal,96.39
light bulbs,8.45,39.68,0,0,1,0,0,0,glass,light,working,medium,none,94.41
light bulbs,10.96,43.04,0,0,1,0,0,0,glass,light,damaged,high,none,98.15
light bulbs,5.75,28.51,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,6.82,25.04,0,0,1,0,0,0,glass,light,broken,low,none,100.0
light bulbs,6.91,3.29,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,4.01,11.57,0,0,1,0,0,0,glass,light,working,medium,none,88.42
light bulbs,5.92,13.66,0,0,1,0,0,0,glass,light,working,medium,none,85.79
light bulbs,10.75,27.63,0,0,1,0,0,0,glass,light,broken,high,formal,100.0
light bulbs,1.61,43.23,0,0,1,0,0,0,glass,light,damaged,low,formal,83.54
light bulbs,7.47,25.71,0,0,1,0,0,0,glass,light,working,high,formal,89.53
light bulbs,9.26,53.6,0,0,1,0,0,0,glass,light,damaged,medium,informal,100.0
light bulbs,10.78,20.16,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,6.35,27.17,0,0,1,0,0,0,glass,light,damaged,high,formal,93.04
light bulbs,3.71,24.3,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,1.45,9.28,0,0,1,0,0,0,glass,light,damaged,medium,formal,85.42
light bulbs,3.99,57.99,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,10.96,0.38,0,0,1,0,0,0,glass,light,broken,high,formal,100.0
light bulbs,3.46,27.0,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,3.81,32.3,0,0,1,0,0,0,glass,light,damaged,medium,formal,100.0
light bulbs,3.11,32.63,0,0,1,0,0,0,glass,light,damaged,medium,none,94.57
light bulbs,7.53,22.26,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,9.49,29.06,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,9.81,14.3,0,0,1,0,0,0,glass,light,working,medium,formal,79.16
light bulbs,11.62,34.28,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,10.48,34.99,0,0,1,0,0,0,glass,light,broken,medium,formal,94.95
light bulbs,10.47,14.65,0,0,1,0,0,0,glass,light,broken,high,formal,100.0
light bulbs,4.5,53.73,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,3.64,44.19,0,0,1,0,0,0,glass,light,working,low,informal,87.46
light bulbs,4.56,18.94,0,0,1,0,0,0,glass,light,damaged,medium,formal,86.19
light bulbs,7.13,59.0,0,0,1,0,0,0,glass,light,working,medium,none,84.06
light bulbs,7.48,5.32,0,0,1,0,0,0,glass,light,damaged,low,informal,94.68
light bulbs,10.18,1.83,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,2.04,57.2,0,0,1,0,0,0,glass,light,working,low,informal,87.7
light bulbs,1.94,17.39,0,0,1,0,0,0,glass,light,working,low,informal,93.08
light bulbs,8.6,13.06,0,0,1,0,0,0,glass,light,damaged,medium,none,96.77
light bulbs,6.32,46.67,0,0,1,0,0,0,glass,light,broken,high,informal,100.0
light bulbs,8.4,18.78,0,0,1,0,0,0,glass,light,working,high,formal,88.2
light bulbs,8.47,45.98,0,0,1,0,0,0,glass,light,damaged,high,formal,98.5
light bulbs,5.63,43.62,0,0,1,0,0,0,glass,light,damaged,high,formal,100.0
light bulbs,11.02,9.39,0,0,1,0,0,0,glass,light,broken,medium,formal,100.0
light bulbs,5.96,20.03,0,0,1,0,0,0,glass,light,damaged,high,informal,100.0
light bulbs,1.09,13.98,0,0,1,0,0,0,glass,light,damaged,medium,formal,96.42
light bulbs,6.3,19.38,0,0,1,0,0,0,glass,light,damaged,medium,formal,91.15
light bulbs,9.42,48.48,0,0,1,0,0,0,glass,light,broken,low,informal,100.0
light bulbs,10.09,34.65,0,0,1,0,0,0,glass,light,damaged,medium,informal,100.0
light bulbs,1.44,26.11,0,0,1,0,0,0,glass,light,damaged,medium,formal,86.43
light bulbs,8.45,47.7,0,0,1,0,0,0,glass,light,working,low,formal,85.46
light bulbs,5.87,6.41,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,7.7,4.53,0,0,1,0,0,0,glass,light,working,low,formal,82.61
light bulbs,4.93,56.58,0,0,1,0,0,0,glass,light,damaged,high,none,100.0
light bulbs,1.79,44.16,0,0,1,0,0,0,glass,light,damaged,medium,informal,96.44
light bulbs,0.78,41.8,0,0,1,0,0,0,glass,light,broken,high,none,100.0
light bulbs,11.72,3.93,0,0,1,0,0,0,glass,light,broken,medium,informal,100.0
light bulbs,11.8,54.71,0,0,1,0,0,0,glass,light,damaged,low,informal,97.51
light bulbs,10.0,42.09,0,0,1,0,0,0,glass,light,damaged,low,informal,100.0
light bulbs,7.87,18.71,0,0,1,0,0,0,glass,light,damaged,low,none,96.22
light bulbs,4.64,28.68,0,0,1,0,0,0,glass,light,damaged,medium,none,92.6
light bulbs,4.13,7.52,0,0,1,0,0,0,glass,light,damaged,low,informal,97.64
light bulbs,10.5,53.45,0,0,1,0,0,0,glass,light,damaged,medium,formal,100.0
light bulbs,3.31,25.28,0,0,1,0,0,0,glass,light,broken,high,formal,100.0
light bulbs,6.83,11.56,0,0,1,0,0,0,glass,light,working,high,none,97.35
light bulbs,4.44,32.79,0,0,1,0,0,0,glass,light,working,high,informal,100.0
Refrigerator,2.65,11.3,0,0,0,0,1,1,metal_cfc,heavy,working,low,informal,100.0
Refrigerator,9.92,19.61,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,formal,100.0
Refrigerator,0.81,44.12,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,none,100.0
Refrigerator,4.55,7.58,0,0,0,0,1,1,metal_cfc,heavy,working,medium,none,100.0
Refrigerator,11.57,37.7,0,0,0,0,1,1,metal_cfc,heavy,working,low,none,100.0
Refrigerator,9.49,42.2,0,0,0,0,1,1,metal_cfc,heavy,broken,low,none,100.0
Refrigerator,10.28,17.18,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,none,100.0
Refrigerator,2.41,42.74,0,0,0,0,1,1,metal_cfc,heavy,working,low,informal,99.05
Refrigerator,11.02,12.71,0,0,0,0,1,1,metal_cfc,heavy,working,high,informal,100.0
Refrigerator,2.3,41.01,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,informal,100.0
Refrigerator,5.65,24.33,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,formal,100.0
Refrigerator,3.4,54.92,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,formal,100.0
Refrigerator,8.05,54.42,0,0,0,0,1,1,metal_cfc,heavy,working,high,informal,100.0
Refrigerator,3.97,11.31,0,0,0,0,1,1,metal_cfc,heavy,damaged,low,formal,100.0
Refrigerator,1.7,25.38,0,0,0,0,1,1,metal_cfc,heavy,broken,low,formal,100.0
Refrigerator,1.62,10.02,0,0,0,0,1,1,metal_cfc,heavy,broken,high,informal,100.0
Refrigerator,8.04,32.24,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,informal,100.0
Refrigerator,7.05,49.95,0,0,0,0,1,1,metal_cfc,heavy,broken,low,none,100.0
Refrigerator,8.25,58.8,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,formal,100.0
Refrigerator,9.48,54.61,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,informal,100.0
Refrigerator,5.53,18.63,0,0,0,0,1,1,metal_cfc,heavy,broken,high,none,100.0
Refrigerator,8.98,15.18,0,0,0,0,1,1,metal_cfc,heavy,working,medium,none,100.0
Refrigerator,7.78,43.27,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,formal,100.0
Refrigerator,2.18,49.38,0,0,0,0,1,1,metal_cfc,heavy,working,medium,informal,98.91
Refrigerator,7.35,6.46,0,0,0,0,1,1,metal_cfc,heavy,working,high,formal,100.0
Refrigerator,8.12,57.93,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,none,100.0
Refrigerator,2.06,58.65,0,0,0,0,1,1,metal_cfc,heavy,broken,low,formal,100.0
Refrigerator,9.88,22.71,0,0,0,0,1,1,metal_cfc,heavy,working,medium,none,100.0
Refrigerator,7.74,24.98,0,0,0,0,1,1,metal_cfc,heavy,working,high,none,100.0
Refrigerator,1.15,7.23,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,informal,100.0
Refrigerator,10.19,26.76,0,0,0,0,1,1,metal_cfc,heavy,broken,high,formal,100.0
Refrigerator,1.31,21.7,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,informal,100.0
Refrigerator,9.88,25.93,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,none,100.0
Refrigerator,7.75,25.05,0,0,0,0,1,1,metal_cfc,heavy,working,low,formal,94.39
Refrigerator,10.55,14.2,0,0,0,0,1,1,metal_cfc,heavy,working,high,informal,100.0
Refrigerator,11.54,51.1,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,none,100.0
Refrigerator,2.15,0.53,0,0,0,0,1,1,metal_cfc,heavy,working,medium,informal,100.0
Refrigerator,5.36,43.09,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,formal,100.0
Refrigerator,9.85,35.31,0,0,0,0,1,1,metal_cfc,heavy,working,low,informal,100.0
Refrigerator,3.47,52.02,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,informal,100.0
Refrigerator,2.85,37.61,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,informal,100.0
Refrigerator,11.04,48.05,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,informal,100.0
Refrigerator,6.16,11.55,0,0,0,0,1,1,metal_cfc,heavy,damaged,low,none,100.0
Refrigerator,6.63,37.9,0,0,0,0,1,1,metal_cfc,heavy,damaged,low,informal,100.0
Refrigerator,1.64,37.38,0,0,0,0,1,1,metal_cfc,heavy,damaged,high,formal,100.0
Refrigerator,11.16,42.63,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,formal,100.0
Refrigerator,11.82,39.99,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,formal,100.0
Refrigerator,8.75,46.61,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,none,100.0
Refrigerator,1.4,19.86,0,0,0,0,1,1,metal_cfc,heavy,working,high,informal,100.0
Refrigerator,2.94,14.35,0,0,0,0,1,1,metal_cfc,heavy,damaged,medium,formal,100.0
Refrigerator,0.73,52.76,0,0,0,0,1,1,metal_cfc,heavy,broken,medium,informal,100.0
Refrigerator,2.34,47.41,0,0,0,0,1,1,metal_cfc,heavy,damaged,low,informal,100.0
Refrigerator,4.05,22.13,0,0,0,0,1,1,metal_cfc,heavy,broken,high,informal,100.0
Refrigerator,9.38,29.04,0,0,0,0,1,1,metal_cfc,heavy,broken,high,formal,100.0
Refrigerator,11.27,49.53,0,0,0,0,1,1,metal_cfc,heavy,broken,low,none,100.0
Refrigerator,11.45,3.0,0,0,0,0,1,1,metal_cfc,heavy,working,medium,informal,100.0
