component,age_years,weight_kg,contains_lithium,contains_lead,contains_mercury,contains_cadmium,recyclable,material_type,weight_class,condition,region_risk,disposal_history,hazard_score
Laptop,4.65,13.43,1,1,0,0,1,composite,medium,damaged,low,none,80.79
Laptop,2.3,19.77,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,3.83,9.36,1,1,0,0,1,composite,medium,damaged,medium,informal,89.49
Laptop,4.3,11.29,1,1,0,0,1,composite,medium,broken,low,none,92.87
Laptop,6.9,15.59,1,1,0,0,1,composite,medium,working,high,formal,86.45
Laptop,10.73,19.84,1,1,0,0,1,composite,medium,damaged,low,none,92.35
Laptop,1.68,2.53,1,1,0,0,1,composite,medium,broken,medium,none,88.43
Laptop,4.23,13.53,1,1,0,0,1,composite,medium,damaged,medium,none,80.19
Laptop,3.67,15.37,1,1,0,0,1,composite,medium,working,medium,formal,81.72
Laptop,7.69,14.94,1,1,0,0,1,composite,medium,working,low,formal,79.52
Laptop,1.02,14.69,1,1,0,0,1,composite,medium,damaged,medium,none,84.52
Laptop,4.32,9.31,1,1,0,0,1,composite,medium,working,low,formal,71.48
Laptop,5.4,10.97,1,1,0,0,1,composite,medium,working,medium,none,80.39
Laptop,11.6,1.02,1,1,0,0,1,composite,medium,broken,medium,informal,98.91
Laptop,1.53,12.02,1,1,0,0,1,composite,medium,damaged,high,informal,91.84
Laptop,2.15,14.3,1,1,0,0,1,composite,medium,damaged,medium,none,85.02
Laptop,8.28,13.6,1,1,0,0,1,composite,medium,broken,medium,formal,93.54
Laptop,3.63,4.37,1,1,0,0,1,composite,medium,damaged,medium,informal,93.01
Laptop,6.9,6.86,1,1,0,0,1,composite,medium,working,low,none,74.3
Laptop,11.06,13.0,1,1,0,0,1,composite,medium,working,medium,none,85.49
Laptop,0.5,14.25,1,1,0,0,1,composite,medium,damaged,medium,formal,78.71
Laptop,6.71,17.02,1,1,0,0,1,composite,medium,broken,medium,informal,98.45
Laptop,4.87,12.15,1,1,0,0,1,composite,medium,damaged,low,formal,75.48
Laptop,4.12,1.94,1,1,0,0,1,composite,medium,working,high,informal,92.22
Laptop,11.95,11.66,1,1,0,0,1,composite,medium,broken,medium,informal,100.0
Laptop,5.13,13.45,1,1,0,0,1,composite,medium,damaged,medium,formal,79.49
Laptop,7.15,13.87,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,6.25,14.61,1,1,0,0,1,composite,medium,damaged,low,formal,78.66
Laptop,7.6,17.0,1,1,0,0,1,composite,medium,working,low,none,73.16
Laptop,1.74,9.58,1,1,0,0,1,composite,medium,damaged,medium,formal,83.81
Laptop,3.19,12.76,1,1,0,0,1,composite,medium,broken,low,informal,98.94
Laptop,8.43,5.05,1,1,0,0,1,composite,medium,damaged,medium,none,93.49
Laptop,8.9,7.3,1,1,0,0,1,composite,medium,damaged,medium,formal,92.82
Laptop,8.57,11.13,1,1,0,0,1,composite,medium,damaged,high,formal,91.79
Laptop,9.32,14.05,1,1,0,0,1,composite,medium,damaged,medium,informal,94.56
Laptop,9.2,9.09,1,1,0,0,1,composite,medium,damaged,high,formal,94.91
Laptop,11.65,7.56,1,1,0,0,1,composite,medium,working,medium,informal,85.08
Laptop,2.36,13.17,1,1,0,0,1,composite,medium,broken,medium,informal,89.12
Laptop,10.66,8.3,1,1,0,0,1,composite,medium,damaged,medium,informal,95.04
Laptop,7.95,1.24,1,1,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,7.19,8.04,1,1,0,0,1,composite,medium,damaged,low,informal,86.46
Laptop,2.37,14.69,1,1,0,0,1,composite,medium,working,low,informal,79.83
Laptop,7.14,6.92,1,1,0,0,1,composite,medium,broken,medium,formal,92.58
Laptop,7.01,18.16,1,1,0,0,1,composite,medium,damaged,medium,formal,84.52
Laptop,7.35,1.62,1,1,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,10.03,1.61,1,1,0,0,1,composite,medium,damaged,medium,none,91.17
Laptop,11.32,2.5,1,1,0,0,1,composite,medium,broken,high,formal,100.0
Laptop,8.8,0.82,1,1,0,0,1,composite,medium,damaged,medium,informal,95.31
Laptop,6.03,16.2,1,1,0,0,1,composite,medium,broken,low,none,93.13
Laptop,1.49,16.29,1,1,0,0,1,composite,medium,damaged,low,informal,76.73
Laptop,1.13,11.99,1,1,0,0,1,composite,medium,broken,medium,formal,90.47
Laptop,5.59,0.98,1,1,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,6.88,16.52,1,1,0,0,1,composite,medium,damaged,high,informal,96.02
Laptop,5.26,19.16,1,1,0,0,1,composite,medium,damaged,medium,formal,87.73
Laptop,2.63,1.2,1,1,0,0,1,composite,medium,damaged,high,informal,100.0
Laptop,3.11,13.33,1,1,0,0,1,composite,medium,working,medium,formal,71.66
Laptop,4.95,1.03,1,1,0,0,1,composite,medium,damaged,medium,informal,87.74
Laptop,4.9,16.78,1,1,0,0,1,composite,medium,working,medium,formal,76.39
Laptop,7.01,17.56,1,1,0,0,1,composite,medium,damaged,high,formal,88.47
Laptop,1.63,0.89,1,1,0,0,1,composite,medium,working,medium,informal,77.0
Laptop,1.39,3.41,1,1,0,0,1,composite,medium,working,low,informal,77.95
Laptop,3.33,7.17,1,1,0,0,1,composite,medium,broken,medium,none,90.66
Laptop,6.88,1.54,1,1,0,0,1,composite,medium,working,medium,informal,81.21
Laptop,5.22,9.8,1,1,0,0,1,composite,medium,damaged,low,informal,86.71
Laptop,8.88,6.31,1,1,0,0,1,composite,medium,damaged,low,formal,85.69
Laptop,2.56,15.95,1,1,0,0,1,composite,medium,damaged,medium,informal,83.48
Laptop,9.5,19.85,1,1,0,0,1,composite,medium,working,high,none,87.15
Laptop,3.08,7.99,1,1,0,0,1,composite,medium,damaged,high,formal,84.31
Laptop,8.91,8.41,1,1,0,0,1,composite,medium,damaged,high,none,100.0
Laptop,10.46,1.2,1,1,0,0,1,composite,medium,damaged,low,informal,83.16
Laptop,6.48,19.93,1,1,0,0,1,composite,medium,working,medium,informal,89.19
Laptop,2.03,3.18,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,6.06,8.37,1,1,0,0,1,composite,medium,damaged,medium,informal,86.6
Laptop,2.36,9.44,1,1,0,0,1,composite,medium,damaged,medium,formal,84.65
Laptop,6.98,5.23,1,1,0,0,1,composite,medium,damaged,medium,none,87.89
Laptop,8.95,12.21,1,1,0,0,1,composite,medium,damaged,low,formal,90.98
Laptop,6.41,5.77,1,1,0,0,1,composite,medium,working,medium,formal,71.79
Laptop,8.95,0.49,1,1,0,0,1,composite,medium,damaged,high,formal,90.17
Laptop,7.7,11.02,1,1,0,0,1,composite,medium,damaged,medium,none,90.99
Laptop,2.76,0.46,1,1,0,0,1,composite,medium,broken,medium,none,96.32
Laptop,5.44,15.0,1,1,0,0,1,composite,medium,broken,medium,formal,91.1
Laptop,3.59,3.98,1,1,0,0,1,composite,medium,working,medium,informal,75.09
Laptop,7.58,1.64,1,1,0,0,1,composite,medium,working,low,informal,89.54
Laptop,2.96,5.67,1,1,0,0,1,composite,medium,damaged,high,formal,91.9
Laptop,9.68,18.66,1,1,0,0,1,composite,medium,working,low,none,87.35
Laptop,5.77,11.3,1,1,0,0,1,composite,medium,damaged,medium,none,91.53
Laptop,1.07,4.63,1,1,0,0,1,composite,medium,broken,medium,formal,82.82
Laptop,2.09,17.18,1,1,0,0,1,composite,medium,damaged,medium,formal,82.67
Laptop,4.09,8.22,1,1,0,0,1,composite,medium,working,high,informal,91.06
Laptop,11.25,6.07,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,2.0,13.44,1,1,0,0,1,composite,medium,broken,medium,formal,87.07
Laptop,6.3,6.25,1,1,0,0,1,composite,medium,damaged,medium,none,87.56
Laptop,3.6,3.98,1,1,0,0,1,composite,medium,broken,high,informal,94.64
Laptop,9.14,17.94,1,1,0,0,1,composite,medium,broken,low,none,88.93
Laptop,1.22,9.73,1,1,0,0,1,composite,medium,working,low,informal,69.83
Laptop,9.8,17.51,1,1,0,0,1,composite,medium,damaged,high,none,97.5
Laptop,8.44,18.9,1,1,0,0,1,composite,medium,damaged,medium,informal,95.82
Laptop,7.93,10.22,1,1,0,0,1,composite,medium,working,medium,none,84.0
Laptop,8.12,15.04,1,1,0,0,1,composite,medium,broken,high,informal,100.0
Laptop,10.37,2.64,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,2.44,1.08,1,1,0,0,1,composite,medium,broken,medium,none,89.46
Laptop,4.91,3.37,1,1,0,0,1,composite,medium,broken,medium,formal,89.26
Laptop,7.45,9.22,1,1,0,0,1,composite,medium,broken,high,none,100.0
Laptop,1.71,16.78,1,1,0,0,1,composite,medium,damaged,medium,informal,87.5
Laptop,1.79,8.16,1,1,0,0,1,composite,medium,broken,low,none,88.59
Laptop,8.31,12.63,1,1,0,0,1,composite,medium,damaged,low,none,91.96
Laptop,5.02,2.79,1,1,0,0,1,composite,medium,working,medium,none,78.11
light bulbs,4.75,7.15,0,0,1,0,0,glass,light,damaged,medium,informal,86.75
light bulbs,6.34,2.78,0,0,1,0,0,glass,light,broken,low,formal,87.8
light bulbs,8.13,11.91,0,0,1,0,0,glass,light,damaged,medium,none,90.79
light bulbs,7.96,8.39,0,0,1,0,0,glass,light,damaged,medium,none,86.61
light bulbs,6.4,6.42,0,0,1,0,0,glass,light,damaged,high,informal,93.76
light bulbs,1.13,4.09,0,0,1,0,0,glass,light,damaged,low,formal,73.83
light bulbs,11.02,16.88,0,0,1,0,0,glass,light,broken,low,formal,88.6
light bulbs,11.18,8.62,0,0,1,0,0,glass,light,working,medium,informal,84.85
light bulbs,4.81,12.43,0,0,1,0,0,glass,light,broken,low,formal,81.35
light bulbs,9.73,6.83,0,0,1,0,0,glass,light,damaged,medium,informal,90.86
light bulbs,10.41,17.32,0,0,1,0,0,glass,light,working,high,informal,91.96
light bulbs,11.85,15.09,0,0,1,0,0,glass,light,working,medium,none,85.19
light bulbs,10.36,1.96,0,0,1,0,0,glass,light,broken,medium,formal,86.32
light bulbs,9.92,6.75,0,0,1,0,0,glass,light,broken,low,informal,92.83
light bulbs,3.27,4.68,0,0,1,0,0,glass,light,working,low,informal,71.29
light bulbs,4.83,17.52,0,0,1,0,0,glass,light,broken,medium,informal,86.14
light bulbs,1.73,19.07,0,0,1,0,0,glass,light,working,medium,formal,65.39
light bulbs,9.51,2.46,0,0,1,0,0,glass,light,damaged,low,formal,79.44
light bulbs,10.96,3.81,0,0,1,0,0,glass,light,broken,medium,formal,91.19
light bulbs,10.32,0.27,0,0,1,0,0,glass,light,damaged,high,none,97.88
light bulbs,10.96,16.39,0,0,1,0,0,glass,light,broken,low,formal,84.59
light bulbs,5.02,10.9,0,0,1,0,0,glass,light,working,medium,formal,67.18
light bulbs,4.07,10.07,0,0,1,0,0,glass,light,broken,high,informal,98.54
light bulbs,1.51,7.55,0,0,1,0,0,glass,light,damaged,low,formal,67.02
light bulbs,11.49,19.07,0,0,1,0,0,glass,light,damaged,low,formal,84.23
light bulbs,2.12,15.27,0,0,1,0,0,glass,light,working,high,informal,82.01
light bulbs,9.42,6.86,0,0,1,0,0,glass,light,damaged,low,formal,82.41
light bulbs,9.8,1.39,0,0,1,0,0,glass,light,damaged,medium,informal,96.2
light bulbs,4.59,2.98,0,0,1,0,0,glass,light,damaged,high,informal,91.4
light bulbs,3.23,6.0,0,0,1,0,0,glass,light,damaged,medium,none,81.53
light bulbs,4.67,16.48,0,0,1,0,0,glass,light,working,medium,none,76.29
light bulbs,8.36,0.52,0,0,1,0,0,glass,light,damaged,medium,formal,87.24
light bulbs,7.51,4.82,0,0,1,0,0,glass,light,damaged,low,formal,76.87
light bulbs,10.97,0.13,0,0,1,0,0,glass,light,damaged,low,informal,87.94
light bulbs,11.15,3.24,0,0,1,0,0,glass,light,broken,low,none,97.01
light bulbs,6.87,10.7,0,0,1,0,0,glass,light,working,low,none,76.73
light bulbs,4.27,7.45,0,0,1,0,0,glass,light,broken,medium,none,92.6
light bulbs,10.63,1.0,0,0,1,0,0,glass,light,damaged,medium,formal,92.04
light bulbs,9.05,18.38,0,0,1,0,0,glass,light,damaged,medium,none,87.56
light bulbs,4.54,18.19,0,0,1,0,0,glass,light,damaged,high,none,78.85
light bulbs,4.43,8.68,0,0,1,0,0,glass,light,broken,medium,none,90.96
light bulbs,9.03,16.1,0,0,1,0,0,glass,light,broken,medium,formal,93.12
light bulbs,5.12,13.48,0,0,1,0,0,glass,light,damaged,high,informal,88.6
light bulbs,9.12,10.92,0,0,1,0,0,glass,light,working,medium,none,84.89
light bulbs,6.05,4.33,0,0,1,0,0,glass,light,broken,high,none,94.72
light bulbs,10.83,10.51,0,0,1,0,0,glass,light,broken,medium,informal,88.65
light bulbs,1.92,4.13,0,0,1,0,0,glass,light,working,low,none,73.31
light bulbs,10.15,11.02,0,0,1,0,0,glass,light,working,high,informal,87.25
light bulbs,8.91,15.4,0,0,1,0,0,glass,light,broken,medium,informal,95.41
light bulbs,10.82,2.4,0,0,1,0,0,glass,light,damaged,high,informal,99.79
light bulbs,5.03,9.47,0,0,1,0,0,glass,light,broken,medium,none,91.42
light bulbs,10.25,3.64,0,0,1,0,0,glass,light,damaged,low,none,86.42
light bulbs,6.66,12.71,0,0,1,0,0,glass,light,working,low,formal,73.51
light bulbs,10.37,13.34,0,0,1,0,0,glass,light,damaged,high,none,89.49
light bulbs,11.2,10.56,0,0,1,0,0,glass,light,damaged,low,none,85.53
light bulbs,6.62,11.29,0,0,1,0,0,glass,light,damaged,low,informal,82.13
light bulbs,7.6,19.4,0,0,1,0,0,glass,light,broken,high,none,95.02
light bulbs,8.17,12.47,0,0,1,0,0,glass,light,damaged,medium,informal,92.32
light bulbs,4.35,10.39,0,0,1,0,0,glass,light,working,high,formal,77.71
light bulbs,8.07,8.76,0,0,1,0,0,glass,light,damaged,medium,informal,87.38
light bulbs,11.23,18.45,0,0,1,0,0,glass,light,damaged,medium,none,90.88
light bulbs,4.37,18.41,0,0,1,0,0,glass,light,working,medium,none,75.06
light bulbs,6.08,1.72,0,0,1,0,0,glass,light,broken,medium,informal,93.89
light bulbs,5.44,1.51,0,0,1,0,0,glass,light,working,high,formal,73.14
light bulbs,2.74,10.1,0,0,1,0,0,glass,light,broken,low,informal,91.0
light bulbs,3.52,8.44,0,0,1,0,0,glass,light,working,medium,informal,77.37
light bulbs,7.07,6.66,0,0,1,0,0,glass,light,damaged,low,informal,86.35
light bulbs,11.61,19.4,0,0,1,0,0,glass,light,broken,medium,none,95.69
light bulbs,3.78,12.62,0,0,1,0,0,glass,light,damaged,medium,none,79.68
light bulbs,11.13,1.13,0,0,1,0,0,glass,light,damaged,high,informal,94.38
light bulbs,6.78,5.0,0,0,1,0,0,glass,light,damaged,high,informal,91.38
light bulbs,0.68,19.27,0,0,1,0,0,glass,light,damaged,medium,formal,74.96
light bulbs,8.36,18.65,0,0,1,0,0,glass,light,damaged,low,informal,85.02
light bulbs,10.62,12.98,0,0,1,0,0,glass,light,broken,medium,formal,97.71
light bulbs,4.06,4.04,0,0,1,0,0,glass,light,broken,high,none,92.22
light bulbs,9.2,9.49,0,0,1,0,0,glass,light,working,medium,formal,75.74
light bulbs,4.25,9.38,0,0,1,0,0,glass,light,working,high,formal,76.94
light bulbs,9.34,8.52,0,0,1,0,0,glass,light,damaged,low,formal,79.77
light bulbs,5.63,16.33,0,0,1,0,0,glass,light,broken,low,informal,88.93
light bulbs,10.04,2.68,0,0,1,0,0,glass,light,broken,high,none,100.0
light bulbs,8.28,7.27,0,0,1,0,0,glass,light,broken,medium,informal,100.0
light bulbs,11.19,4.1,0,0,1,0,0,glass,light,broken,high,formal,100.0
light bulbs,4.95,5.66,0,0,1,0,0,glass,light,damaged,high,informal,97.79
light bulbs,5.5,17.39,0,0,1,0,0,glass,light,working,high,formal,77.62
light bulbs,4.25,15.13,0,0,1,0,0,glass,light,damaged,medium,informal,82.74
light bulbs,1.17,6.01,0,0,1,0,0,glass,light,damaged,low,informal,81.41
light bulbs,5.1,1.16,0,0,1,0,0,glass,light,damaged,high,formal,92.86
light bulbs,5.32,14.02,0,0,1,0,0,glass,light,damaged,medium,formal,84.39
light bulbs,8.45,13.23,0,0,1,0,0,glass,light,working,medium,none,82.41
light bulbs,10.96,14.35,0,0,1,0,0,glass,light,damaged,high,none,86.15
light bulbs,5.75,9.51,0,0,1,0,0,glass,light,damaged,high,none,88.84
light bulbs,6.82,8.35,0,0,1,0,0,glass,light,broken,low,none,89.05
light bulbs,6.91,1.1,0,0,1,0,0,glass,light,broken,medium,formal,92.88
light bulbs,4.01,3.86,0,0,1,0,0,glass,light,working,medium,none,76.42
light bulbs,5.92,4.56,0,0,1,0,0,glass,light,working,medium,none,73.79
light bulbs,10.75,9.21,0,0,1,0,0,glass,light,broken,high,formal,97.76
light bulbs,1.61,14.41,0,0,1,0,0,glass,light,damaged,low,formal,71.54
light bulbs,7.47,8.57,0,0,1,0,0,glass,light,working,high,formal,77.53
light bulbs,9.26,17.87,0,0,1,0,0,glass,light,damaged,medium,informal,95.69
light bulbs,10.78,6.72,0,0,1,0,0,glass,light,damaged,high,none,95.98
light bulbs,6.35,9.06,0,0,1,0,0,glass,light,damaged,high,formal,81.04
light bulbs,3.71,8.11,0,0,1,0,0,glass,light,broken,low,informal,89.87
light bulbs,1.45,3.1,0,0,1,0,0,glass,light,damaged,medium,formal,73.42
light bulbs,3.99,19.33,0,0,1,0,0,glass,light,broken,medium,informal,90.75
light bulbs,10.96,0.13,0,0,1,0,0,glass,light,broken,high,formal,96.72
light bulbs,3.46,9.0,0,0,1,0,0,glass,light,damaged,high,none,89.25
light bulbs,3.81,10.77,0,0,1,0,0,glass,light,damaged,medium,formal,88.61
light bulbs,3.11,10.88,0,0,1,0,0,glass,light,damaged,medium,none,82.57
light bulbs,7.53,7.43,0,0,1,0,0,glass,light,broken,low,informal,88.63
light bulbs,9.49,9.69,0,0,1,0,0,glass,light,broken,medium,informal,90.75
light bulbs,9.81,4.77,0,0,1,0,0,glass,light,working,medium,formal,67.16
light bulbs,11.62,11.43,0,0,1,0,0,glass,light,broken,low,informal,97.37
light bulbs,10.48,11.67,0,0,1,0,0,glass,light,broken,medium,formal,82.95
light bulbs,10.47,4.89,0,0,1,0,0,glass,light,broken,high,formal,94.39
light bulbs,4.5,17.91,0,0,1,0,0,glass,light,broken,medium,informal,100.0
light bulbs,3.64,14.73,0,0,1,0,0,glass,light,working,low,informal,75.46
light bulbs,4.56,6.32,0,0,1,0,0,glass,light,damaged,medium,formal,74.19
light bulbs,7.13,19.67,0,0,1,0,0,glass,light,working,medium,none,72.06
light bulbs,7.48,1.78,0,0,1,0,0,glass,light,damaged,low,informal,82.68
light bulbs,10.18,0.62,0,0,1,0,0,glass,light,broken,medium,formal,94.73
light bulbs,2.04,19.07,0,0,1,0,0,glass,light,working,low,informal,75.7
light bulbs,1.94,5.8,0,0,1,0,0,glass,light,working,low,informal,81.08
light bulbs,8.6,4.36,0,0,1,0,0,glass,light,damaged,medium,none,84.77
light bulbs,6.32,15.56,0,0,1,0,0,glass,light,broken,high,informal,97.01
light bulbs,8.4,6.26,0,0,1,0,0,glass,light,working,high,formal,76.2
light bulbs,8.47,15.33,0,0,1,0,0,glass,light,damaged,high,formal,86.5
light bulbs,5.63,14.54,0,0,1,0,0,glass,light,damaged,high,formal,91.09
light bulbs,11.02,3.14,0,0,1,0,0,glass,light,broken,medium,formal,98.42
light bulbs,5.96,6.68,0,0,1,0,0,glass,light,damaged,high,informal,95.44
light bulbs,1.09,4.66,0,0,1,0,0,glass,light,damaged,medium,formal,84.42
light bulbs,6.3,6.46,0,0,1,0,0,glass,light,damaged,medium,formal,79.15
light bulbs,9.42,16.16,0,0,1,0,0,glass,light,broken,low,informal,95.58
light bulbs,10.09,11.55,0,0,1,0,0,glass,light,damaged,medium,informal,93.39
light bulbs,1.44,8.71,0,0,1,0,0,glass,light,damaged,medium,formal,74.43
light bulbs,8.45,15.9,0,0,1,0,0,glass,light,working,low,formal,73.46
light bulbs,5.87,2.14,0,0,1,0,0,glass,light,damaged,high,none,96.26
light bulbs,7.7,1.51,0,0,1,0,0,glass,light,working,low,formal,70.61
light bulbs,4.93,18.86,0,0,1,0,0,glass,light,damaged,high,none,88.45
light bulbs,1.79,14.72,0,0,1,0,0,glass,light,damaged,medium,informal,84.44
light bulbs,0.78,13.94,0,0,1,0,0,glass,light,broken,high,none,91.28
light bulbs,11.72,1.31,0,0,1,0,0,glass,light,broken,medium,informal,100.0
light bulbs,11.8,18.24,0,0,1,0,0,glass,light,damaged,low,informal,85.51
light bulbs,10.0,14.03,0,0,1,0,0,glass,light,damaged,low,informal,92.11
light bulbs,7.87,6.24,0,0,1,0,0,glass,light,damaged,low,none,84.22
light bulbs,4.64,9.56,0,0,1,0,0,glass,light,damaged,medium,none,80.6
light bulbs,4.13,2.51,0,0,1,0,0,glass,light,damaged,low,informal,85.64
light bulbs,10.5,17.82,0,0,1,0,0,glass,light,damaged,medium,formal,89.98
light bulbs,3.31,8.43,0,0,1,0,0,glass,light,broken,high,formal,92.09
light bulbs,6.83,3.86,0,0,1,0,0,glass,light,working,high,none,85.35
light bulbs,4.44,10.93,0,0,1,0,0,glass,light,working,high,informal,90.04
Microwave,2.65,3.77,0,0,0,0,1,metal,heavy,working,low,informal,58.56
Microwave,9.92,6.54,0,0,0,0,1,metal,heavy,damaged,medium,formal,68.54
Microwave,0.81,14.71,0,0,0,0,1,metal,heavy,damaged,medium,none,60.74
Microwave,4.55,2.53,0,0,0,0,1,metal,heavy,working,medium,none,64.98
Microwave,11.57,12.57,0,0,0,0,1,metal,heavy,working,low,none,72.47
Microwave,9.49,14.07,0,0,0,0,1,metal,heavy,broken,low,none,82.36
Microwave,10.28,5.73,0,0,0,0,1,metal,heavy,damaged,medium,none,76.32
Microwave,2.41,14.25,0,0,0,0,1,metal,heavy,working,low,informal,56.05
Microwave,11.02,4.24,0,0,0,0,1,metal,heavy,working,high,informal,72.05
Microwave,2.3,13.67,0,0,0,0,1,metal,heavy,damaged,high,informal,77.47
Microwave,5.65,8.12,0,0,0,0,1,metal,heavy,broken,medium,formal,75.26
Microwave,3.4,18.31,0,0,0,0,1,metal,heavy,damaged,high,formal,61.26
Microwave,8.05,18.14,0,0,0,0,1,metal,heavy,working,high,informal,75.26
Microwave,3.97,3.77,0,0,0,0,1,metal,heavy,damaged,low,formal,61.28
Microwave,1.7,8.46,0,0,0,0,1,metal,heavy,broken,low,formal,58.47
Microwave,1.62,3.35,0,0,0,0,1,metal,heavy,broken,high,informal,82.11
Microwave,8.04,10.75,0,0,0,0,1,metal,heavy,damaged,medium,informal,79.54
Microwave,7.05,16.65,0,0,0,0,1,metal,heavy,broken,low,none,74.02
Microwave,8.25,19.6,0,0,0,0,1,metal,heavy,broken,medium,formal,74.18
Microwave,9.48,18.2,0,0,0,0,1,metal,heavy,damaged,medium,informal,77.93
Microwave,5.53,6.21,0,0,0,0,1,metal,heavy,broken,high,none,83.17
Microwave,8.98,5.06,0,0,0,0,1,metal,heavy,working,medium,none,67.32
Microwave,7.78,14.42,0,0,0,0,1,metal,heavy,damaged,high,formal,80.14
Microwave,2.18,16.46,0,0,0,0,1,metal,heavy,working,medium,informal,55.91
Microwave,7.35,2.16,0,0,0,0,1,metal,heavy,working,high,formal,64.08
Microwave,8.12,19.31,0,0,0,0,1,metal,heavy,broken,medium,none,76.37
Microwave,2.06,19.55,0,0,0,0,1,metal,heavy,broken,low,formal,62.33
Microwave,9.88,7.57,0,0,0,0,1,metal,heavy,working,medium,none,66.87
Microwave,7.74,8.33,0,0,0,0,1,metal,heavy,working,high,none,70.93
Microwave,1.15,2.42,0,0,0,0,1,metal,heavy,damaged,high,informal,72.69
Microwave,10.19,8.92,0,0,0,0,1,metal,heavy,broken,high,formal,88.46
Microwave,1.31,7.24,0,0,0,0,1,metal,heavy,damaged,high,informal,68.06
Microwave,9.88,8.65,0,0,0,0,1,metal,heavy,broken,medium,none,88.78
Microwave,7.75,8.35,0,0,0,0,1,metal,heavy,working,low,formal,51.39
Microwave,10.55,4.74,0,0,0,0,1,metal,heavy,working,high,informal,71.99
Microwave,11.54,17.03,0,0,0,0,1,metal,heavy,broken,medium,none,82.09
Microwave,2.15,0.18,0,0,0,0,1,metal,heavy,working,medium,informal,60.63
Microwave,5.36,14.36,0,0,0,0,1,metal,heavy,damaged,high,formal,71.47
Microwave,9.85,11.77,0,0,0,0,1,metal,heavy,working,low,informal,65.59
Microwave,3.47,17.34,0,0,0,0,1,metal,heavy,damaged,medium,informal,74.97
Microwave,2.85,12.54,0,0,0,0,1,metal,heavy,damaged,high,informal,86.49
Microwave,11.04,16.02,0,0,0,0,1,metal,heavy,damaged,high,informal,81.63
Microwave,6.16,3.85,0,0,0,0,1,metal,heavy,damaged,low,none,68.86
Microwave,6.63,12.63,0,0,0,0,1,metal,heavy,damaged,low,informal,69.42
Microwave,1.64,12.46,0,0,0,0,1,metal,heavy,damaged,high,formal,65.67
Microwave,11.16,14.21,0,0,0,0,1,metal,heavy,damaged,medium,formal,66.37
Microwave,11.82,13.33,0,0,0,0,1,metal,heavy,damaged,medium,formal,65.97
Microwave,8.75,15.54,0,0,0,0,1,metal,heavy,damaged,medium,none,77.43
Microwave,1.4,6.62,0,0,0,0,1,metal,heavy,working,high,informal,70.28
Microwave,2.94,4.79,0,0,0,0,1,metal,heavy,damaged,medium,formal,67.05
Microwave,0.73,17.59,0,0,0,0,1,metal,heavy,broken,medium,informal,71.69
Microwave,2.34,15.8,0,0,0,0,1,metal,heavy,damaged,low,informal,65.89
Microwave,4.05,7.38,0,0,0,0,1,metal,heavy,broken,high,informal,82.37
Microwave,9.38,9.68,0,0,0,0,1,metal,heavy,broken,high,formal,84.6
Microwave,11.27,16.51,0,0,0,0,1,metal,heavy,broken,low,none,76.15
Microwave,11.45,1.01,0,0,0,0,1,metal,heavy,working,medium,informal,74.08
Microwave,7.92,0.35,0,0,0,0,1,metal,heavy,broken,low,formal,70.65
Microwave,11.22,13.32,0,0,0,0,1,metal,heavy,broken,low,informal,78.91
Microwave,5.78,9.98,0,0,0,0,1,metal,heavy,working,medium,informal,65.59
Microwave,2.22,12.97,0,0,0,0,1,metal,heavy,working,high,informal,74.02
Microwave,2.31,19.25,0,0,0,0,1,metal,heavy,damaged,low,informal,67.84
Microwave,9.9,19.58,0,0,0,0,1,metal,heavy,damaged,medium,none,73.39
Microwave,2.02,10.94,0,0,0,0,1,metal,heavy,damaged,low,informal,66.77
Microwave,1.98,14.4,0,0,0,0,1,metal,heavy,working,medium,informal,59.9
Microwave,9.57,4.68,0,0,0,0,1,metal,heavy,damaged,low,none,72.53
Microwave,1.96,8.56,0,0,0,0,1,metal,heavy,working,high,none,69.45
Microwave,1.72,10.13,0,0,0,0,1,metal,heavy,broken,high,informal,80.26
Microwave,5.03,16.97,0,0,0,0,1,metal,heavy,damaged,medium,informal,74.58
Microwave,10.24,16.64,0,0,0,0,1,metal,heavy,damaged,medium,informal,71.98
Microwave,9.63,9.73,0,0,0,0,1,metal,heavy,damaged,low,formal,68.23
Microwave,11.42,6.11,0,0,0,0,1,metal,heavy,working,medium,informal,70.79
Microwave,6.76,11.04,0,0,0,0,1,metal,heavy,damaged,medium,none,71.56
Microwave,4.84,5.17,0,0,0,0,1,metal,heavy,working,medium,none,65.46
Microwave,0.74,8.38,0,0,0,0,1,metal,heavy,broken,medium,informal,69.17
Microwave,2.86,14.84,0,0,0,0,1,metal,heavy,working,high,formal,60.06
Microwave,8.81,6.39,0,0,0,0,1,metal,heavy,broken,low,formal,75.04
Microwave,6.17,1.65,0,0,0,0,1,metal,heavy,working,high,none,73.12
